10000	2332
10001	2903
10002	1353
10004	3676
10005	3079
10007	3095
10008	2693
10009	3926
10011	2720
10012	3152
10013	3052
10016	2444
10024	2491
10026	2113
10027	3118
10028	2470
10030	2189
10031	3076
10032	2649
10034	3805
10036	3949
10038	1841
10039	3346
10043	1146
10044	1074
10045	1312
10046	3177
10048	3794
10050	1942
10052	1266
10054	2247
10055	3275
10058	1480
10060	2797
10062	1694
10064	1615
10065	2580
10066	2385
10067	3653
10068	2770
10070	1542
10073	1099
10074	3545
10078	3565
10079	2642
10080	1724
10081	3788
10085	1286
10086	2788
10089	2174
10090	2391
10091	2341
10092	3954
10096	1098
10097	3024
10099	2608
10101	3767
10104	1172
10105	1291
10107	2268
10110	2609
10112	2594
10113	1007
10115	3007
10116	2148
10117	1793
10118	1962
10120	3641
10122	1222
10123	1977
10125	1488
10126	2650
10128	1334
10130	3394
10132	3998
10134	3662
10135	3034
10136	1340
10137	2228
10141	2657
10143	2478
10144	1092
10145	2861
10146	2932
10150	1426
10151	1402
10153	2270
10162	3554
10163	1104
10165	2776
10167	1681
10169	3982
10171	2245
10173	2064
10175	2748
10177	3707
10178	3091
10182	3066
10184	3358
10188	1338
10189	2136
10190	3824
10192	2182
10193	2379
10194	3163
10195	3196
10196	3489
10197	3184
10201	2326
10203	2565
10204	2421
10205	1477
10210	2912
10212	3552
10213	2789
10215	2504
10216	1712
10217	1039
10219	2925
10220	2309
10221	2998
10223	1406
10224	2958
10226	2799
10227	1746
10230	1232
10231	3307
10233	3546
10234	3308
10238	3018
10240	1830
10241	3801
10242	3002
10243	3642
10248	2201
10249	2296
10250	3979
10251	1636
10252	2674
10253	3117
10254	3180
10255	3680
10257	2040
10259	3555
10261	3420
10262	3918
10263	1389
10265	2032
10266	1047
10268	1713
10269	1651
10270	3615
10272	1352
10273	1407
10275	1643
10276	2106
10277	2454
10281	3053
10284	3785
10285	1841
10286	1250
10287	2320
10288	2038
10290	1124
10291	2630
10292	3981
10293	1103
10295	3084
10296	1205
10297	3119
10298	3170
10299	1502
10300	1633
10301	2482
10302	3946
10303	1574
10309	1193
10311	2430
10312	2908
10315	2894
10318	1987
10319	1586
10321	3770
10322	1873
10323	2931
10324	1250
10326	1674
10327	2217
10328	1231
10329	3730
10330	3423
10331	2147
10333	3089
10334	3066
10335	3662
10336	3201
10338	3666
10339	3999
10342	2102
10347	2967
10350	1743
10351	3478
10352	2290
10354	3401
10356	1820
10358	1467
10360	3793
10364	3405
10365	3830
10367	1953
10368	1585
10369	3476
10370	3067
10372	3604
10373	1020
10374	2602
10375	3737
10377	3105
10378	2721
10379	2345
10380	2852
10382	1881
10383	2538
10387	3024
10388	1164
10391	3637
10392	3121
10393	1708
10394	3978
10396	2353
10400	3651
10401	1939
10403	1745
10407	3106
10409	1540
10414	1094
10416	3513
10418	2190
10419	3265
10420	1067
10422	1987
10423	1416
10424	1293
10427	3542
10428	1019
10429	3813
10431	2154
10433	1011
10435	1218
10437	1948
10438	3198
10440	3611
10441	1855
10443	3035
10444	3158
10445	2038
10447	2621
10451	3592
10452	1901
10453	1003
10454	2450
10455	3677
10456	3609
10457	2462
10459	2760
10464	1388
10465	3309
10467	1124
10469	1454
10471	1163
10472	1689
10473	1983
10474	3405
10475	1470
10477	3228
10479	2995
10480	3337
10481	1270
10482	2672
10486	2707
10488	3528
10491	2447
10494	2678
10495	1367
10497	2695
10501	3067
10502	2160
10503	2864
10505	2606
10506	3001
10507	1223
10508	1414
10510	1820
10511	3732
10513	3027
10515	3618
10516	3352
10518	3518
10519	3749
10522	2179
10526	3386
10527	1548
10530	1142
10531	1829
10532	3306
10534	1326
10535	3570
10537	1952
10539	2974
10541	2500
10542	3797
10543	1392
10544	1392
10547	1913
10549	1545
10550	1527
10552	3801
10553	1896
10555	3105
10557	2453
10558	1637
10560	2110
10562	1078
10565	2878
10571	2839
10572	3781
10573	3069
10575	2907
10576	3268
10578	2176
10580	1757
10582	2774
10583	2498
10584	2264
10586	3304
10587	3243
10588	3038
10589	3329
10590	1272
10591	1159
10592	1465
10593	2476
10595	2475
10596	1549
10598	2739
10599	2652
10603	2641
10604	2607
10605	1682
10606	2679
10608	1587
10609	2687
10610	3886
10612	1222
10613	2178
10614	2652
10615	3635
10620	3031
10622	1677
10624	2725
10626	1459
10628	3995
10631	1569
10633	1586
10634	1562
10636	3994
10637	2211
10639	3621
10641	2127
10642	2636
10645	1295
10646	1539
10647	1008
10648	3744
10649	2698
10650	1711
10654	3415
10656	1142
10659	1953
10660	2476
10663	1482
10664	1085
10669	3837
10670	2910
10673	2389
10674	2651
10676	1231
10678	1399
10682	2835
10683	1753
10684	3428
10685	2156
10686	3564
10687	1888
10688	1718
10690	3280
10691	3096
10695	2097
10696	3085
10698	1939
10700	2313
10705	1211
10707	3571
10708	1176
10709	3457
10714	1230
10715	3156
10717	2298
10718	3516
10720	2520
10723	2046
10724	3059
10725	2781
10726	3994
10730	1036
10733	1371
10734	1478
10735	1409
10737	2729
10738	3405
10740	3730
10741	2428
10743	2591
10747	2404
10751	3694
10752	2142
10753	3822
10758	3679
10760	3254
10761	2051
10762	3159
10763	3320
10764	3057
10765	1945
10767	3464
10768	3403
10769	2430
10770	3986
10776	2540
10779	1810
10780	1080
10782	1609
10788	2837
10790	3540
10791	3572
10792	3243
10794	3633
10795	2929
10797	2680
10798	1038
10802	3932
10803	2079
10804	2703
10806	1287
10807	3823
10811	2892
10813	2082
10816	1501
10817	3545
10820	3394
10821	3110
10824	1463
10828	2351
10829	1181
10831	1868
10836	1330
10837	1312
10838	2665
10842	3682
10843	2735
10848	3358
10850	2745
10851	1452
10853	3819
10854	1982
10856	3480
10859	3324
10860	1178
10865	3384
10867	1144
10868	2032
10870	2428
10872	1280
10873	1758
10874	2313
10875	1916
10880	3960
10881	2711
10884	1609
10885	2994
10886	1719
10887	2634
10891	3448
10892	2830
10893	1490
10895	2918
10897	2702
10900	1678
10903	2816
10904	2836
10905	2397
10907	3189
10909	1871
10910	3724
10911	1850
10912	3889
10914	2666
10916	1494
10917	1331
10918	1554
10919	3529
10923	2203
10926	2292
10927	1770
10929	2761
10931	2101
10932	2996
10933	2781
10935	2363
10937	1357
10938	3682
10941	1527
10943	1896
10944	3783
10945	2502
10948	3691
10950	2687
10953	1773
10954	2731
10955	3088
10959	3465
10961	2170
10962	3732
10963	1166
10968	2615
10969	2374
10970	1053
10971	3639
10972	1534
10973	2087
10974	2906
10976	2339
10978	1020
10979	1508
10980	2216
10983	2673
10984	2407
10985	1907
10987	1625
10991	1829
10993	1241
10994	2343
10995	3948
10996	3407
10997	2521
11000	3911
11001	1761
11002	2366
11003	3853
11004	2481
11005	2390
11006	3787
11007	1381
11008	2636
11010	1442
11012	1944
11014	1191
11015	3258
11016	2167
11017	3368
11019	2770
11020	2245
11021	3853
11022	3392
11025	3270
11027	2174
11028	2108
11029	1196
11034	1737
11035	3781
11036	3623
11037	1227
11039	1058
11040	2802
11041	3107
11042	2641
11043	1016
11044	3293
11047	2356
11049	1696
11050	2739
11053	1905
11057	3470
11059	2203
11060	2611
11061	3744
11062	1559
11064	3719
11065	2198
11066	2740
11068	1785
11069	3402
11071	2454
11072	1779
11074	3480
11076	1748
11077	3802
11078	2745
11079	1348
11080	2580
11081	2168
11083	1399
11084	2874
11085	1701
11086	3614
11089	1061
11092	3231
11095	3810
11097	1542
11098	2203
11100	3806
11103	2430
11105	1290
11107	1866
11109	2919
11110	2008
11111	3746
11112	3980
11113	1798
11117	1048
11118	2024
11119	1264
11120	2687
11123	3073
11125	3867
11127	1172
11128	3798
11129	3415
11131	1955
11133	2936
11137	3689
11139	3614
11140	3218
11141	1810
11142	3581
11143	3636
11144	1237
11145	3506
11146	2137
11149	3690
11153	3286
11155	1256
11157	2554
11158	1410
11160	3334
11162	1587
11163	3911
11164	1833
11166	3419
11168	3328
11169	3861
11171	2899
11172	1668
11173	2473
11175	3084
11177	3384
11179	3964
11180	2613
11182	2146
11183	1740
11184	2110
11185	3733
11186	3986
11187	2997
11189	1300
11191	2887
11193	1903
11194	1082
11196	1285
11198	1033
11200	1277
11201	2852
11203	2170
11205	2881
11206	2651
11209	3796
11210	3206
11212	3061
11213	2512
11215	2094
11216	1705
11219	2280
11220	2499
11221	2174
11224	1322
11225	1922
11227	3291
11229	3562
11230	1073
11232	3274
11233	1500
11236	1780
11237	1228
11241	3629
11242	1095
11244	3459
11246	2752
11247	1353
11248	2323
11249	3505
11250	1902
11251	1496
11253	1571
11256	1062
11257	2383
11258	1387
11259	3057
11262	1309
11264	2706
11266	3114
11269	3201
11270	2469
11271	3989
11272	3781
11273	3187
11274	2408
11275	1705
11277	2256
11281	2533
11282	2757
11285	1120
11286	2930
11290	2327
11291	2482
11294	1352
11295	1027
11297	2041
11299	3869
11301	3737
11302	2813
11303	1491
11306	1241
11308	3463
11310	3553
11312	1419
11313	3747
11315	3898
11316	1843
11318	1029
11319	3810
11320	2844
11321	2727
11323	1597
11325	1908
11326	3448
11327	2316
11329	3556
11330	1881
11332	2126
11333	2550
11334	3393
11336	3040
11338	1784
11339	1130
11341	3428
11344	3523
11346	1200
11350	1727
11352	1297
11354	3053
11357	2574
11361	1054
11362	1255
11363	3016
11364	1364
11365	2430
11368	1305
11369	3515
11370	2903
11372	1396
11373	2511
11374	2284
11375	2070
11377	3372
11380	1117
11381	3694
11382	1828
11383	2912
11385	2637
11387	2689
11388	2274
11390	2303
11391	2234
11392	3911
11396	1391
11398	3835
11403	2293
11404	3735
11406	2074
11407	2390
11411	3421
11413	3409
11415	3953
11421	3751
11422	3594
11423	2675
11424	3470
11425	3611
11427	2769
11428	2209
11431	1846
11435	3748
11436	3436
11437	1421
11438	1519
11439	2075
11440	2275
11442	3736
11443	3943
11444	2812
11445	2823
11446	1369
11448	1012
11449	3319
11451	1910
11453	3849
11454	2941
11456	1213
11458	1342
11459	1366
11461	1102
11462	1523
11465	3622
11466	1600
11469	1712
11472	2023
11473	2439
11474	3600
11476	1727
11478	3815
11482	2657
11484	3237
11485	1258
11488	1116
11490	3460
11491	2863
11495	2576
11497	1605
11499	2477
11500	3844
11501	1342
11503	2767
11505	2421
11506	2654
11509	2943
11510	1365
11511	1093
11512	1867
11513	2123
11518	2912
11519	1463
11521	2232
11522	2539
11523	3890
11525	2449
11526	2522
11527	2097
11532	3729
11535	1277
11539	3104
11541	1966
11542	1710
11543	3298
11546	2080
11548	2210
11549	2111
11551	1624
11552	3534
11553	2740
11555	3431
11556	1774
11557	3439
11561	2330
11562	2225
11563	2400
11565	3608
11568	3401
11571	1548
11572	1208
11573	1403
11574	3772
11575	3007
11577	3101
11579	1052
11582	2793
11583	1362
11585	1672
11588	2943
11589	3769
11590	1133
11591	3990
11592	3401
11593	1373
11594	2351
11598	2963
11599	2265
11600	2482
11603	1211
11606	1514
11607	2164
11608	1854
11609	2771
11610	3389
11611	3048
11612	2801
11613	3837
11614	2581
11616	2531
11619	2128
11621	1124
11622	1870
11624	3113
11625	3454
11626	3182
11627	1621
11628	1334
11630	2120
11631	3818
11632	1331
11633	2793
11635	2203
11636	1291
11637	2119
11639	3226
11641	3933
11642	3772
11643	1174
11644	2580
11645	2407
11647	1613
11648	1648
11649	3449
11650	3618
11651	2269
11652	1198
11654	3638
11655	2795
11656	3566
11657	3577
11658	3179
11659	3123
11663	3259
11665	3892
11670	1444
11671	1230
11672	2180
11676	3203
11677	2092
11682	1513
11683	1606
11684	3567
11685	2935
11687	2659
11688	3911
11690	1694
11694	2404
11697	1574
11702	2967
11704	1668
11705	3885
11708	2889
11709	3227
11710	2010
11711	3723
11715	3407
11717	2988
11718	1927
11720	3295
11721	1070
11723	2301
11724	3426
11725	2223
11726	2772
11727	3378
11728	2025
11729	1969
11730	3731
11732	3667
11733	1252
11735	3979
11737	2743
11738	3395
11739	3362
11742	2304
11743	1691
11744	1272
11748	1812
11750	3184
11751	1411
11752	1091
11755	2790
11756	3744
11757	2732
11763	3462
11764	3938
11766	1828
11767	2904
11768	2274
11769	3962
11770	1060
11771	3159
11772	3646
11774	2062
11775	2183
11776	2157
11777	3790
11780	3483
11784	3623
11786	2959
11787	2366
11788	1113
11789	1510
11790	1499
11791	3884
11792	3699
11793	1819
11795	3232
11799	3762
11801	2605
11803	1898
11805	2575
11807	2744
11808	1505
11809	3605
11811	2701
11812	1934
11813	2854
11820	3855
11827	2047
11830	1536
11836	1896
11837	2401
11838	3029
11841	3907
11842	1047
11843	1927
11844	3776
11846	1523
11848	3150
11849	2408
11851	1043
11853	2844
11854	2044
11856	2193
11858	1102
11859	3492
11860	1680
11861	2420
11863	3081
11865	2456
11867	1946
11868	3170
11872	3569
11873	3544
11874	3093
11875	1853
11879	3162
11882	1059
11883	3458
11884	1255
11885	2992
11887	2876
11888	1380
11890	2394
11891	1143
11893	3776
11894	2455
11895	1204
11896	3817
11898	2269
11899	1194
11900	1810
11902	3648
11905	3794
11909	1702
11910	1554
11912	2097
11917	1864
11920	2908
11922	2911
11923	3403
11924	3276
11925	3415
11926	2405
11927	2642
11930	1185
11931	2875
11932	3504
11933	3666
11934	1766
11935	2886
11936	1001
11937	2889
11941	2911
11942	2476
11944	3363
11947	3779
11949	2655
11950	2104
11952	3854
11953	3722
11954	2884
11955	2590
11960	2331
11961	2232
11962	2109
11966	1213
11967	1844
11968	1902
11971	2472
11972	2920
11973	3301
11974	2076
11977	3353
11979	1920
11980	2650
11982	3656
11983	1747
11985	3136
11987	1166
11988	1352
11989	1887
11992	1410
11993	1555
11996	2256
11997	2149
11998	3702
11999	2157
12002	1141
12004	3259
12007	1855
12008	2997
12009	2279
12010	2732
12012	2977
12013	1441
12014	2632
12015	1203
12016	1359
12018	1523
12019	3945
12020	1894
12021	2759
12023	3927
12024	3590
12026	1972
12027	3776
12032	1739
12033	2628
12034	1901
12035	2393
12039	1846
12040	3168
12044	2068
12045	1159
12046	3876
12049	3378
12050	2872
12052	3104
12053	2675
12054	1255
12057	1939
12058	2363
12059	2710
12060	3587
12061	2873
12064	1982
12065	3581
12069	2764
12070	2698
12071	3525
12072	3906
12073	3178
12075	3653
12076	1296
12080	3183
12081	1112
12083	3615
12085	1550
12087	1287
12088	2402
12089	3495
12090	3766
12091	2907
12092	2400
12093	3842
12095	1936
12096	3688
12098	1484
12101	3974
12102	3955
12104	3481
12107	1952
12108	1468
12111	3062
12112	1264
12114	1393
12115	3632
12116	1567
12119	1626
12120	3568
12123	3353
12126	1034
12130	2825
12131	2053
12133	3533
12137	1452
12138	2335
12139	3652
12142	1143
12143	3424
12147	2089
12148	3353
12151	2624
12152	2528
12153	3659
12154	2097
12155	3024
12156	2884
12157	3565
12160	2233
12162	3701
12163	2162
12164	1660
12165	3242
12168	2570
12169	3847
12170	1079
12173	1478
12174	2330
12175	1278
12176	3203
12177	1120
12178	3452
12179	1551
12180	1736
12181	2877
12182	2762
12183	2166
12184	2200
12186	1868
12187	3365
12188	1776
12189	3235
12192	1250
12193	1314
12194	3915
12195	1978
12196	2024
12198	2791
12201	1817
12202	2169
12204	1265
12205	3896
12207	2940
12208	1342
12210	3735
12212	2240
12214	2078
12215	3464
12218	3153
12220	3249
12222	1283
12223	3716
12224	1774
12226	1464
12227	3738
12230	3119
12232	3055
12233	1966
12235	3180
12237	3559
12238	3231
12240	3009
12241	3464
12243	1169
12244	1808
12246	2958
12247	2341
12248	3914
12249	1342
12250	3940
12251	1041
12253	3025
12254	2414
12255	1209
12256	2733
12258	1722
12260	3796
12263	2719
12264	2413
12265	1636
12266	1890
12267	3021
12268	1538
12269	2523
12270	1825
12272	1115
12275	1424
12278	1304
12280	2055
12281	3738
12282	3875
12283	3009
12284	1917
12286	2090
12287	1690
12288	2810
12289	3052
12290	2494
12291	2662
12292	2121
12293	2770
12294	2838
12295	1879
12296	3116
12299	1028
12300	3758
12301	1984
12306	1059
12307	3145
12310	3044
12312	2114
12313	2891
12315	2702
12317	2578
12318	3737
12319	1919
12320	3160
12321	2553
12322	3621
12323	3546
12326	1590
12328	3125
12329	3882
12332	3420
12333	2499
12334	3524
12335	3728
12337	1292
12338	3427
12341	2159
12345	2889
12346	1791
12347	3999
12349	1571
12350	3567
12352	1183
12353	3615
12355	3955
12356	3439
12357	1644
12360	3119
12362	1864
12364	3427
12365	2627
12367	2490
12368	3635
12369	3831
12371	2545
12372	1541
12374	1918
12375	1516
12376	2643
12377	1040
12379	1310
12381	3819
12384	2647
12385	1395
12386	3099
12388	2572
12392	2731
12393	2723
12394	1077
12397	1665
12400	3794
12401	3794
12403	3161
12404	2143
12405	1855
